text,label
Mon Oct 26 11 14 03 0000 2015,rt @5sostumblrx: *middle finger emoji* https://t.co/kmwaizjndd
Mon Oct 26 05 37 27 0000 2015,why do i like this fucking band
Mon Oct 26 05 37 00 0000 2015,rt @calum5sos: cut my hair awf https://t.co/sp0uggbvhy
Mon Oct 26 05 36 52 0000 2015,rt @michael5sos: the official dance for hey everybody https://t.co/qzuo8vcvsj
Mon Oct 26 05 35 28 0000 2015,rt @themattespinosa: night 🌙 https://t.co/3xely84qz8
Mon Oct 26 05 35 02 0000 2015,rt @5sostumblrx: this is what invisible is telling us https://t.co/snbtvcxsf2
Mon Oct 26 05 00 17 0000 2015,"okay..i'm done 😂 i'm sorry if i blew up your notifs, love. 😂😘 @michaelcdancing"
Mon Oct 26 04 56 27 0000 2015,it's almost midnight and i'm laughing so hard at @michaelcdancing 😂😂😂😂😂😂😂
Mon Oct 26 04 51 06 0000 2015,@5sosfamupdater when he stretched pahwsjaboj
Mon Oct 26 04 50 17 0000 2015,"rt @5sosfamupdater: me for the past 4 hours. 
https://t.co/6oeztkfhhs"
Mon Oct 26 04 48 23 0000 2015,rt @5sostumblrx: god dammit luke https://t.co/ewf9tujtvy
Mon Oct 26 03 30 55 0000 2015,"rt @5sos_daily: 5sos' new album makes me happy 
5sos' new songs make me happy 
5sos in general makes me happy"
Mon Oct 26 02 56 35 0000 2015,"rt @5sos_daily: dear 5sos 

if i say ""i hate you so much"" you literally mean the world to me, but i might actually hate you there's no in-b…"
Mon Oct 26 01 02 25 0000 2015,@themattespinosa i'm carving pumpkins 🎃🎃
Mon Oct 26 00 39 30 0000 2015,rt @mnwild: byfuglien takes a minor penalty with 2:03 left in the third period so #mnwild will head to the power play!
Mon Oct 26 00 25 33 0000 2015,rt @mnwild: who says you need a good angle to get a goal? parise scores his 7th of the yr to get #mnwild within one of #nhljets https://t.c…
Mon Oct 26 00 24 10 0000 2015,rt @mnwild: parise! #mnwild cuts the #nhljets lead to one. winnipeg up 5-4 with 9:19 left in the third!
Sun Oct 25 23 39 42 0000 2015,"rt @mnwild: again! fontaine gets his first of the year. #mnwild now trailing winnipeg, 5-3 in the second period."
Sun Oct 25 23 39 41 0000 2015,rt @mnwild: koivu scores a ppg. #mnwild cuts the winnipeg lead to 5 to 2 in the second period.
Sun Oct 25 22 09 58 0000 2015,rt @mnwild: zucker! 10 seconds in! #mnwild goes up 1-0 against #nhljets. https://t.co/74jahnplay
Sun Oct 25 21 51 10 0000 2015,rt @5sostumblrx: nope not today calum https://t.co/vmyd3wdhao
Sun Oct 25 20 29 10 0000 2015,"rt @5sostumblrx: calum is kiss me kiss me guy, according to michael 😏 https://t.co/qxinkpy7kp"
Sun Oct 25 05 00 42 0000 2015,rt @5sostumblrx: calum hood appreciation tweet https://t.co/xdaxsvl8j3
Sat Oct 24 23 48 02 0000 2015,rt @mnwild: ryan carter! #mnwild gets the shg to go up 3-0 with 1:35 left in the second against the #nhlducks. https://t.co/bmwxln5jmj
Sat Oct 24 23 34 26 0000 2015,rt @jackgilinsky: if u a hater u a bitch
Sat Oct 24 23 34 23 0000 2015,rt @mnwild: vanek! #mnwild up 2-0 with 6:59 left in the second period against anaheim. #anavsmin
Sat Oct 24 23 11 07 0000 2015,rt @mnwild: getzlaf gets a minor penalty and #mnwild will head to the pp after a minute of play into the second period. #anavsmin
Sat Oct 24 23 08 24 0000 2015,rt @mnwild: second period is starting. #mnwild #anavsmin
Sat Oct 24 23 01 41 0000 2015,rt @taylorcaniff: prayers out to mexico😥 much love ❤️
Sat Oct 24 22 57 45 0000 2015,too bad i dont have one https://t.co/i0u6cij6ls
Sat Oct 24 22 51 58 0000 2015,rt @mnwild: #mnwild takes a 1-0 lead into the first intermission thanks to matt dumba's first of the season. #anavsmin https://t.co/t5kqtzs…
Sat Oct 24 22 45 57 0000 2015,rt @mnwild: dumba! #mnwild takes the 1-0 lead with 3:28 left in the first. #anavsmin https://t.co/24ffh8er54
Sat Oct 24 22 29 29 0000 2015,rt @mnwild: wow. #mnwild almost scores right as the pp expires. #soclose
Sat Oct 24 22 23 13 0000 2015,rt @michael5sos: we are all time low thank you goodnight - me https://t.co/b8ywu8upxo
Sat Oct 24 22 06 13 0000 2015,rt @razorbladelrh: michael's over there looking like that one cop on reno 911 https://t.co/vfawapuios
Sat Oct 24 22 05 22 0000 2015,rt @michael5sos: epic pornstar stache lol i've had this moustache on for like 3 hours https://t.co/xdiz8h7fqu
Sat Oct 24 20 47 13 0000 2015,rt @jackhemmings20: @5sos sounds gewd feels gewd is how good real good #bigfan #canigetanautograph
Sat Oct 24 20 29 16 0000 2015,rt @cliffordatass: remember when 5sos were fans of all time low and now all time low are fans of them
Sat Oct 24 20 27 55 0000 2015,rt @fullcathouse: how cute is this little fella? https://t.co/qoutuv3lu6
Sat Oct 24 20 27 47 0000 2015,rt @fullcathouse: #kitten cuddles.... https://t.co/cwbwlwj5di
Sat Oct 24 20 27 39 0000 2015,rt @fullcathouse: mood: https://t.co/6hdppvoxna
Sat Oct 24 20 27 22 0000 2015,"rt @fullcathouse: i'm like this cat, just done for today https://t.co/h86qu108he"
Sat Oct 24 20 21 28 0000 2015,rt @aaroncarpenter: i love rain so much!!!
Sat Oct 24 20 21 21 0000 2015,rt @aaroncarpenter: just wanna cuddle &amp; watch movies all day
Sat Oct 24 20 21 14 0000 2015,@aaroncarpenter come here then 😊😘
Sat Oct 24 19 56 29 0000 2015,"rt @ashton5sos: so much love being spread about the album, i feel full of joy! have you all heard it yet? x"
Sat Oct 24 09 39 46 0000 2015,i need sleep
Sat Oct 24 09 26 37 0000 2015,"i'll just leave this here... 
#prayformexico https://t.co/ssglkmt3kh"
Sat Oct 24 09 21 39 0000 2015,sometimes i hate being in this fandom lmao
Sat Oct 24 09 20 02 0000 2015,rt @michael5sos: stop giving so many fucks about what other people do. their shit is their shit and your shit is your shit. dont touch my s…
Sat Oct 24 09 18 36 0000 2015,rt @fullcathouse: hugs please! https://t.co/dlfh6aedny
Sat Oct 24 09 18 08 0000 2015,rt @holyhemmoly: trying to readjust your bra strap in public like https://t.co/saqk4sivyu
Sat Oct 24 09 14 44 0000 2015,"repeat after me: we are here for the music, not for their personal lives."
Sat Oct 24 09 13 04 0000 2015,"rt @thejakeshort: michael from 5sos went on stage and performed american idiot with all time low. wow, what a night. 😝"
Sat Oct 24 09 12 38 0000 2015,rt @calumshaircut_: dat fade tho https://t.co/pdrfbvwxih
Sat Oct 24 09 11 14 0000 2015,rt @tris_is_awkward: honestly i don't really like arzaylea but i'm going to mind my own fucking business and y'all should too.
Sat Oct 24 09 09 36 0000 2015,@tris_is_awkward i know! especially after they just released their album.
Sat Oct 24 09 06 32 0000 2015,"rt @dorkyleadsinger: stop saying 5sos are flopping, they're not but obviously they won't be as succesful since they decided to go their way…"
Sat Oct 24 09 04 20 0000 2015,@tris_is_awkward there's a video of the boys at the atl concert and they were kissing
Sat Oct 24 09 03 55 0000 2015,@tris_is_awkward more luke and arzaylea drama
Sat Oct 24 08 57 42 0000 2015,rt @5sos_daily: i love michael so much just look at how adorable he is! (@_5sosfamupdates) https://t.co/0adrmshmxh
Sat Oct 24 08 57 17 0000 2015,@5sos_daily i can't either 😩 and all this drama 😒😒
Sat Oct 24 08 42 58 0000 2015,rt @arzayigcomments: arzaylea and naughty boy would honestly look good together like i'm not even saying this bc i dislike them both but th…
Sat Oct 24 08 41 37 0000 2015,"rt @5sostumblrx: u might not like her but that doesnt mean that u can send her death threats or body/fat/slut shame her,its low from u and …"
Sat Oct 24 07 46 46 0000 2015,@5sostumblrx i actually really needed this..thank you 💕
Sat Oct 24 07 46 22 0000 2015,"rt @5sostumblrx: please be happy.. dont let anyone make you feel like shit.. youre beautiful, funny, nice and hot as fuck.i love you and u …"
Sat Oct 24 07 45 12 0000 2015,rt @5sos_daily: reminder that everything will be ok and that we love you! 💖 good night fam.. 🌌
Sat Oct 24 07 41 28 0000 2015,rt @5sostumblrx: 5sos more like wowsos
Sat Oct 24 07 31 00 0000 2015,"rt @5sostumblrx: ""5sos arent good, they suck""
me:they really suck:/ theyve only ever hit plantium and gold with their album:/ they only hav…"
Sat Oct 24 07 21 05 0000 2015,rt @5sos_daily: michael what are you doing? 😂 (@mayajmasri) https://t.co/6b5njvtvxy
Sat Oct 24 06 52 36 0000 2015,"rt @acaciabrinley: my friend said ""you're 18 you can do whatever you want now."" so i smashed my cupcake on the floor and rubbed it  https:/…"
Sat Oct 24 06 52 13 0000 2015,rt @terenmabry: you know the birthday girl is happy when https://t.co/69oyvgql9x
Sat Oct 24 06 51 13 0000 2015,rt @acaciabrinley: yesterday https://t.co/hnvefvdkey
Sat Oct 24 06 51 04 0000 2015,rt @acaciabrinley: outline done of #1 https://t.co/erfdg0jiug
Sat Oct 24 06 19 18 0000 2015,rt @5sos: this was fucking amazing to watch. @alltimelow ft @michael5sos https://t.co/kgiratqio6
Sat Oct 24 06 02 58 0000 2015,rt @michael5sos: dear maria count me in motherfuckers @alltimelow
Sat Oct 24 04 57 19 0000 2015,rt @hemmogifs: wha tbeyfuxk https://t.co/y5cgv5nsd3
Sat Oct 24 04 03 26 0000 2015,"rt @5sosfamupdater: please, if you wanna be respected, learn some respect as well. especially towards your idols. https://t.co/9todr5h4pn"
Sat Oct 24 03 54 18 0000 2015,"rt @dorkyleadsinger: yesterday i got my 5sos tattoo done, and this is the story behind it😊 http://t.co/naopuc2uud"
Sat Oct 24 03 52 58 0000 2015,@aaroncarpenter follow me then 😂😊
Sat Oct 24 02 51 24 0000 2015,"rt @ashton5sos: insanity on release day here in hollywood blvd so good to meet you, and hear your thoughts on the album! x https://t.co/axx…"
Fri Oct 23 21 56 50 0000 2015,rt @lizhem65: love the new album boys @5sos congrats. never had a song make me cry like broken home before. so powerful #sgfg #5sos
Fri Oct 23 21 44 36 0000 2015,rt @5sos: take my money https://t.co/gyrxsmron2
Fri Oct 23 21 42 08 0000 2015,rt @5sos: you broke the internets as always! well be making videos on here now for the #newbrokenstream https://t.co/ut1aaygrbi
Fri Oct 23 21 41 42 0000 2015,rt @5sos: money! https://t.co/pjfvufbldz
Fri Oct 23 21 39 45 0000 2015,rt @5sos: hey everybody! https://t.co/jxgpmcuqt0
Fri Oct 23 21 37 22 0000 2015,rt @5sos: jet black heart https://t.co/1pheao6unf
Fri Oct 23 21 36 37 0000 2015,rt @5sos: catch fire! https://t.co/xlyofnt8ys
Fri Oct 23 21 36 20 0000 2015,rt @5sos: waste the night! https://t.co/3m7kva9sod
Fri Oct 23 21 35 00 0000 2015,rt @5sos: castaway https://t.co/rbnvyhp51j
Fri Oct 23 21 34 40 0000 2015,rt @5sos: fly away https://t.co/a2eez7n9t6
Fri Oct 23 21 33 14 0000 2015,rt @5sos: airplanes https://t.co/4f5jw9gjtk
Fri Oct 23 21 32 26 0000 2015,rt @5sos: outerspace/carry on https://t.co/dolfgmu5bp
Fri Oct 23 21 31 11 0000 2015,rt @5sos: the last song ❤️ (sorry about the shaking i've had far too much coffee https://t.co/0xs2dnqbeq
Fri Oct 23 21 30 34 0000 2015,"rt @tha5sosfamily: luke, michael and ashton with jack, alex and rian from all time low just now! https://t.co/mjjqihh3em"
Fri Oct 23 21 30 10 0000 2015,rt @5sosupdateww: put this picture in gold frame guys 🙌🏾 https://t.co/iypptfewi7
Fri Oct 23 17 21 19 0000 2015,rt @oprah: ran into @5sos backstage. fun times with @theellenshow today! https://t.co/2pp3w3rzxc
Fri Oct 23 17 21 16 0000 2015,rt @5sos: does it sound good??? https://t.co/ufus37e5nl
Fri Oct 23 15 01 20 0000 2015,"rt @5sostumblrx: who let calum and ashton think that theyre so unimportant, theyre my two favourite people ever, i love them so much https:…"
Fri Oct 23 12 45 10 0000 2015,rt @5sostumblrx: luke_hemmings_who
Fri Oct 23 03 09 00 0000 2015,"rt @shawnmendes: sooo tired, goodnight! love you!!!"
Fri Oct 23 02 52 49 0000 2015,rt @5sosupdatesusa: today is a crap day to be a luke girl
Fri Oct 23 02 43 59 0000 2015,can't stop fucking crying...
Fri Oct 23 02 28 04 0000 2015,@thatgirl_life34 i was so happy bc i thought i was gonna get tickets but nope...i get my hopes up and this is what happens..
Fri Oct 23 02 20 32 0000 2015,rt @5sosupdatesusa: i don't hate many people but i hate whoever convinced luke to change his user
Fri Oct 23 02 08 54 0000 2015,never gonna see @5sos live and that fucking kills me..
Fri Oct 23 02 06 35 0000 2015,rt @mnwild: so close
Fri Oct 23 02 03 07 0000 2015,"rt @ashton5sos: sounds good feels good is yours now, we love you! x"
Fri Oct 23 01 59 53 0000 2015,rt @james_yammouni: what happened to the penguin 🐧
Fri Oct 23 01 47 13 0000 2015,"rt @mnwild: it's helpful to have long legs, eh? #mnwild #duuuuubs https://t.co/syh0bcedjn"
Fri Oct 23 01 45 37 0000 2015,rt @mnwild: that'll do it for the second period! #mnwild is up 3-2 with goals from niederreiter and vanek this period. #cbjvsmin https://t.…
Fri Oct 23 01 45 25 0000 2015,rt @5sos_daily: only true 90s kids remember hemmo1996 and luke_is_a_penguin 💔
Fri Oct 23 01 44 18 0000 2015,rt @5sos_daily: clumsy boy needs to be protected!! https://t.co/ezkvqwftla
Fri Oct 23 01 44 13 0000 2015,rt @mellowmichaei: michael fucking almost fell ontop of everybody in the ellen audience bc he stomped his feet too hard! i hope the put tha…
Fri Oct 23 01 36 27 0000 2015,@5saucetext its great
Fri Oct 23 01 36 17 0000 2015,rt @camerondallas: i'm really talented at really weird things
Fri Oct 23 01 33 20 0000 2015,rt @5saucetext: calum's lane looks pretty fun
Fri Oct 23 01 32 18 0000 2015,rt @5saucetext: today's a bad day to be in luke's lane
Fri Oct 23 01 29 41 0000 2015,@acaciabrinley @alivelikejairus oh my god what
Fri Oct 23 01 29 31 0000 2015,rt @acaciabrinley: this is the best birthday present ever. @alivelikejairus https://t.co/niaztwtaky
Fri Oct 23 01 28 14 0000 2015,rt @mnwild: ppg from vanek! #mnwild goes up 3-2 with 8:48 left in the second. #cbjvsmin https://t.co/cdcqr09o27
Fri Oct 23 01 22 49 0000 2015,rt @mnwild: #cbj penalty as goloubef heads to the box for 4 minutes.
Fri Oct 23 01 16 52 0000 2015,"rt @5sosfamupdater: honestly, we lost the last piece of fetus 5sos today. the new broken scene has opened a new chapter for real."
Fri Oct 23 01 14 11 0000 2015,rt @5sosupdatesusa: #bringbacklukeisapenguin is trending!
Fri Oct 23 01 10 44 0000 2015,rt @hayesgrier: i love when people try to come at me for age. yeah i'm 15. so were you.
Fri Oct 23 01 09 00 0000 2015,rt @aaroncarpenter: rt my next tweet &amp; tweet #aaronsnewvideo for a follow / dm☺️
Fri Oct 23 01 08 03 0000 2015,rt @mnwild: underway in the second period.
Fri Oct 23 01 02 54 0000 2015,rt @5sosla: jack hemmings would never treat me like this.
Fri Oct 23 00 50 54 0000 2015,"rt @5sosfamupdater: fans: today we lost beloved luke_is_a_penguin 
luke *screams from la*: stop saying i'm dead!
fans: sometimes we can sti…"
Fri Oct 23 00 46 56 0000 2015,rt @5sosfamupdater: first hemmo1996 and now luke_is_a_penguin....
Fri Oct 23 00 42 57 0000 2015,rt @mnwild: #mnwild's first goal of the game came from parise for the third time this season. watch: https://t.co/aqb2s7aplj #cbjvsmin
Fri Oct 23 00 41 03 0000 2015,rt @5saucetext: luke is still my penguin
Fri Oct 23 00 40 17 0000 2015,rt @mnwild: fontaine takes the first minor of the game for tripping. 5:08 left in the first period. #mnwild
Fri Oct 23 00 37 14 0000 2015,rt @infinity_jaylee: @5saucetext but luke is a penguin luke is not a hemmings
Fri Oct 23 00 35 05 0000 2015,rt @5saucetext: guys im not kidding luke changed his instagram name😭😭😭😭 https://t.co/pjoyrumrvl
Fri Oct 23 00 35 00 0000 2015,rt @tha5sosfamily: luke changed his ig username...i'm stuck in between a nightmare and lost dreams
Fri Oct 23 00 33 38 0000 2015,rt @5sokeepingcalm: if we are to get any hashtag to trend it's going to be this one #bringbacklukeisapenguin @5sos_daily @5sos @luke5sos
Fri Oct 23 00 33 20 0000 2015,"rt @5sosfamupdater: change your ig username back, or i will find you @luke5sos"
Fri Oct 23 00 32 58 0000 2015,rt @5dof1sos: @5sos_daily they are already throwing a new tour and new album at us. why mess with our emotions even more!? 😭🐧 #bringbackluk…
Fri Oct 23 00 31 37 0000 2015,rt @skhteecalum: luke fucking chane your name back now
Fri Oct 23 00 30 00 0000 2015,rt @5sos_daily: luke how dare you??? #bringbacklukeisapenguin 😭😭😭😭😭😭😭😭😭 https://t.co/2dgab3evxm
Fri Oct 23 00 29 23 0000 2015,rt @5sos_daily: breaking news! luke changed his user on instagram! he is no longer a penguin! sadsos (via @nomiijane) https://t.co/eq5srqlo…
Fri Oct 23 00 28 22 0000 2015,lucas you little nugget change it back 😭😭😭😭😭😭
Fri Oct 23 00 27 37 0000 2015,rt @5sos_daily: nooooo rip luke_is_a_penguin 😭😭😭😭 (via:@5sosaddxcts ) https://t.co/kgp3hnanoo
Fri Oct 23 00 27 01 0000 2015,"rt @5sosfamupdater: luke changed his ig username, it's an end of an era. you'll be missed luke_is_a_penguin 🙁"
Fri Oct 23 00 26 53 0000 2015,@5sosfamupdater change it back lucas
Fri Oct 23 00 26 37 0000 2015,rt @5sosfamupdater: what have you done luke https://t.co/dazl459922
Fri Oct 23 00 26 16 0000 2015,feeling like shit bc my mom won't get me tickets to see @5sos..😔😔
Fri Oct 23 00 22 05 0000 2015,rt @mnwild: parise's 6th of the year gets #mnwild on board first. #cbjvsmin https://t.co/xohiqzztr7
Fri Oct 23 00 18 22 0000 2015,rt @mnwild: zach attack! #mnwild goes up 1-0 with 14:56 left in the first. #cbjvsmin
Fri Oct 23 00 18 18 0000 2015,rt @5sos_daily: why does this look like fetus calum 😭 https://t.co/ddyylse52a
Fri Oct 23 00 09 36 0000 2015,rt @mnwild: here we go! #mnwild and #cbj underway at @xcelenergyctr. catch the game on 📺 @fsnorth and 📻 @kfan1003. #cbjvsmin
Thu Oct 22 23 51 21 0000 2015,rt @5sos_daily: w e a r e 2 k a w a y f r o m 3 0 0 k!!! what is life?
Thu Oct 22 23 51 10 0000 2015,rt @austinmahone: ahhhhhhhhh #9millionmahomies ❤️❤️❤️ this is crazy!! i love each and everyone of you so much 😘
Thu Oct 22 23 41 24 0000 2015,rt @5sos_daily: 5sos with the one and only oprah! https://t.co/wisvenciu7
Thu Oct 22 23 40 52 0000 2015,rt @camerondallas: i cannot see myself without you
Thu Oct 22 23 29 43 0000 2015,rt @ashton5sos: now this is one of my favorite photos... @oprah it was lovely meeting you and yes we promise we'll… https://t.co/lwdgeij2rf
Thu Oct 22 23 29 01 0000 2015,@5sos_daily i'm :) okay :) i :) promise :)
Thu Oct 22 23 28 38 0000 2015,rt @5sos_daily: here's a picture of michael shirtless to make up for whatever i tried doing just now (thanks @jordanrae2226) https://t.co/5…
Thu Oct 22 22 03 36 0000 2015,rt @acaciabrinley: baby took me on a ride 🎈 https://t.co/pboz3ag8zv
Thu Oct 22 22 00 44 0000 2015,rt @simonbritton_: rt for a dm❤️ https://t.co/lmtyppmqcm
Thu Oct 22 21 31 04 0000 2015,looks like i'm not getting tickets for slfl 😔😔😔😔😔
Thu Oct 22 20 30 03 0000 2015,rt @nashgrier: if you'll watch movies with me all night feel free to come over
Thu Oct 22 20 08 59 0000 2015,rt @calum5sos: the first day we flew into la we wrote this song. it's called 'waste the night' i can't wait to play it live. 1 day https://…
Thu Oct 22 20 07 47 0000 2015,rt @michael5sos: money. im sure you guys have heard this one. just a fun song to make people feel good. also got a… https://t.co/siilbzxz93
Thu Oct 22 19 21 46 0000 2015,@5sostumblrx calums face
Thu Oct 22 19 21 34 0000 2015,"rt @5sostumblrx: luke winked at calum, cake is real https://t.co/yaas0u9tyi"
Thu Oct 22 18 40 56 0000 2015,"rt @5sostumblrx: calum's reaction when dog ""kissed"" him https://t.co/2sepz2rics"
Thu Oct 22 17 04 52 0000 2015,i cant wait for sounds good feels good
Thu Oct 22 17 01 40 0000 2015,rt @ashton5sos: .@jesus dude i know you are busy and stuff but we have a new album
Thu Oct 22 17 01 33 0000 2015,rt @ashton5sos: @.creed https://t.co/4rxce2y0ue
Thu Oct 22 16 54 08 0000 2015,rt @michael5sos: i'm lonely like a castaway
Thu Oct 22 16 28 01 0000 2015,"@5sos his little ""bye"" at the end slsbsksbw"
Thu Oct 22 16 23 54 0000 2015,rt @michael5sos: holy shit sounds good feels good is out in australia https://t.co/6glmfeaqrj
Thu Oct 22 15 52 09 0000 2015,"rt @michael5sos: fuck these scalpers ugh don't buy overpriced tickets wait for them to come down, you'll get a ticket"
Thu Oct 22 15 07 47 0000 2015,rt @bryanstars: save me from the ones that haunt me in the night.
Thu Oct 22 13 55 14 0000 2015,"rt @5sostumblrx: ""the person who embarrass themselves the most would probably be, i reckon its michael, but thats why i love him."" - calum …"
Thu Oct 22 12 13 48 0000 2015,"rt @5sosfamupdater: michael have his first, grown up shoes. i'm emotional. https://t.co/1f1fnkev15"
Thu Oct 22 11 48 34 0000 2015,@acaciabrinley y u so cute? happy birthday though!! 😍😊❤️
Thu Oct 22 11 47 59 0000 2015,rt @acaciabrinley: idk why im up but i do know that i'm digging my hair https://t.co/1ew1iooulb
Thu Oct 22 11 47 15 0000 2015,rt @blackprints_: happy birthday to my little sister! crazy we've known eachother for like 5 years now... u a gorgeous yung hustla ✨🎉🍰 http…
Thu Oct 22 11 47 10 0000 2015,rt @gabriellasibaja: happy birthday @acaciabrinley! thank u for being the exquisite human you are! can't wait to celebrate ❤️🎉 love you! ht…
Thu Oct 22 11 47 05 0000 2015,rt @weslehw: happy birthday little sister ur all grown up now look @ all of these gr8 memories growing up 2gether @acaciabrinley https://t.…
Thu Oct 22 11 45 55 0000 2015,no school for me today 😄😄
Thu Oct 22 07 02 00 0000 2015,rt @sandwahhh: 💜 happy birthday cacia 💜 thx for all the times we've listened to miley cyrus together while eating in n out 💜 https://t.co/m…
Thu Oct 22 07 00 35 0000 2015,"rt @5sos: the new broken scene is coming...
https://t.co/h9qqffhdmg https://t.co/xklu5hbexr"
Thu Oct 22 06 54 20 0000 2015,rt @iamlxgend: this is why zendaya is so great https://t.co/r4ksba9bvn
Thu Oct 22 05 31 13 0000 2015,rt @michael5sos: is flirting via bitmoji called bexting
Thu Oct 22 02 46 46 0000 2015,i'm sad...i want cuddles 😔😔😔
Wed Oct 21 20 39 38 0000 2015,rt @5sos: cool! https://t.co/smsw8ltbic
Wed Oct 21 17 17 50 0000 2015,rt @5sos_daily: this is such a great idea @5sos https://t.co/q2huhpbvct
Wed Oct 21 17 11 11 0000 2015,rt @tha5sosfamily: 5sos: draining my bank balance one tour date at a time
Wed Oct 21 17 02 17 0000 2015,rt @5sos_daily: can we just take a life time to appreciate malum please 😍 #5sosonamas https://t.co/a01gfop9cy
Wed Oct 21 13 27 33 0000 2015,rt @michael5sos: i'm so hungry that i might eat my friends
Wed Oct 21 13 16 47 0000 2015,@danaemorrw dm me lol
Wed Oct 21 13 05 02 0000 2015,@danaemorrw it's soundcheck presale rn..you get tickets with soundcheck too..
Wed Oct 21 12 59 13 0000 2015,i was on the site and two tickets for soundcheck are around 385 dollars. 😭😭😭😭😭😭😭 @danaemorrw
Wed Oct 21 12 25 07 0000 2015,rt @ashton5sos: i feel as though we've done 1 million interviews the past month.but the main thing and the people who i want to understand …
Wed Oct 21 03 06 54 0000 2015,rt @nashgrier: our decisions today define us tomorrow
Wed Oct 21 03 04 03 0000 2015,currently trying to get my mom to get me tickets to see @5sos
Wed Oct 21 02 56 22 0000 2015,rt @bryanstars: music saved my life.
Tue Oct 20 15 53 30 0000 2015,@justinefam i was like that last year 😭
Tue Oct 20 15 01 45 0000 2015,@justinefam i'm sorry 😔😔 i'm not too sure i'll be going
Tue Oct 20 14 49 34 0000 2015,"rt @idolstxlker: 5sos tickets?
rt in 5 seconds for good luck ❤ 

#soundslivefeelslive
#soundsgoodfeelsgood 
#vote5sos https://t.co/8t4lgxwe…"
Tue Oct 20 13 05 26 0000 2015,"@danaemorrw if i don't get tickets, i'm gonna be really sad bc i've waited too long to see them 😭😭😭😭😭"
Tue Oct 20 13 03 20 0000 2015,"danae, i'm not sure i'll be able to get tickets 😩😢😭 @danaemorrw"
Tue Oct 20 04 12 45 0000 2015,@5sos_daily oh my god
Tue Oct 20 04 11 31 0000 2015,rt @5sos_daily: 11:11 good seats for slfl!
Tue Oct 20 04 08 33 0000 2015,still so fucking confused about this ticket shit 😩😩😩😩
Tue Oct 20 04 03 39 0000 2015,rt @aaroncarpenter: it's crazy how music can make you feel a certain way
Tue Oct 20 02 50 17 0000 2015,rt @crawfordcollins: music is life
Tue Oct 20 02 31 54 0000 2015,"rt @5sos_daily: ""the whole video is about being stuck ina job you might not like"" 

i'm sorry but calum seems to be enjoying his job https:…"
Tue Oct 20 02 30 56 0000 2015,rt @5sosgummybear: retweet this to get 5sos put thru the haunted house on the @theellenshow this friday 👻👻👻👻
Tue Oct 20 02 30 30 0000 2015,"rt @5sos_daily: i'm crying acid, why must he hurt me like this 😭😍💘 https://t.co/dwupsqw1ht"
Tue Oct 20 00 13 25 0000 2015,rt @5sostumblrx: shirtless ashton is what i live for https://t.co/rvhornb17e
Tue Oct 20 00 12 05 0000 2015,rt @5sosfamupdater: look at them https://t.co/moy50kjjon
Mon Oct 19 20 44 47 0000 2015,rt @5sostumblrx: michael is like year and a half older than me and i still call him my son...
Mon Oct 19 20 43 19 0000 2015,"rt @5sos: sounds good feels good....
four days!!!!
https://t.co/lndgqzok99 https://t.co/39z53un8mx"
Mon Oct 19 20 41 23 0000 2015,rt @calum5sos: 4 days until sgfg. this is my favourite character and song. this is 'outerspace' http://t.co/orisviro65
Mon Oct 19 20 41 20 0000 2015,rt @5sos: doin some phone interviews http://t.co/uwsgiuxjez
Mon Oct 19 20 41 10 0000 2015,rt @5sos: doin some phone interviews http://t.co/t6vuqxwl13
Mon Oct 19 20 40 38 0000 2015,rt @5sos_daily: here's a picture of muke for absolutely no reason at all 😍 https://t.co/41zb56r09l
Mon Oct 19 20 38 24 0000 2015,rt @taylorcaniff: best way to get back at someone is success...
Mon Oct 19 20 38 17 0000 2015,rt @shawnmendes: spending the next couple of days making music. so excited
Mon Oct 19 17 10 20 0000 2015,@5sos cuddle me
Mon Oct 19 13 20 23 0000 2015,rt @5sosupdateww: casually asking my dad to buy me 5sos tickets lets pray that he will say yes -nana
Mon Oct 19 13 10 51 0000 2015,@danaemorrw i hate calum so much but i love him 😂😂😂
Mon Oct 19 12 57 56 0000 2015,rt @danaemorrw: @sleepyfivesauce cassidy halp
Mon Oct 19 12 12 24 0000 2015,rt @luke5sos: talking about founds good seals good
Mon Oct 19 11 28 20 0000 2015,@5sos calums laugh is so damn cute
Mon Oct 19 11 27 21 0000 2015,rt @ashton5sos: thank you for watching the hey everybody! video if you have! http://t.co/y2qucghiij loves ya x http://t.co/gvslj41rkq
Mon Oct 19 11 27 16 0000 2015,rt @calum5sos: ate some chicken on tv this morning.
Mon Oct 19 11 27 13 0000 2015,"rt @5sos: we are traveling to so many new and epic places on the ""sounds live feels live tour 2016"" &gt; are we coming to you? - ash xx"
Mon Oct 19 11 27 01 0000 2015,"rt @5sos: we can’t afford to give up
we gotta make our own luck http://t.co/r0fnopn9ky"
Mon Oct 19 11 26 38 0000 2015,rt @calum5sos: all this promo is taking a toll. #sgfg http://t.co/70pp2rlwvi
Mon Oct 19 11 26 13 0000 2015,rt @michael5sos: ready to talk about sounds good feels good
Mon Oct 19 11 25 50 0000 2015,rt @michael5sos: cannot deal
Mon Oct 19 09 07 09 0000 2015,rt @5sostumblrx: you're the art bro http://t.co/ntyhgjyhe4
Mon Oct 19 03 38 07 0000 2015,rt @shawnmendes: goodnight !!!! love you ❤️
